Season,Garden,Condition,Ear weight,Cob weight,Kernel weight,Rows,Clump,Variety
2015,PLC,Sparse,4.6,2.0,2.5999999999999996,10,6,Hopi Blue
2015,PLC,Sparse,6.2,1.4,4.800000000000001,8,7,Hopi Blue
2015,PLC,Full,32.3,5.8,26.499999999999996,12,11,Hopi Blue
2015,PLC,Full,11.3,1.0,10.3,6,11,Hopi Blue
2015,PLC,Immature,0.1,0.1,0.0,NA,11,Hopi Blue
2015,PLC,Immature,0.7,0.7,0.0,NA,12,Hopi Blue
2015,PLC,Immature,1.8,1.8,0.0,NA,12,Hopi Blue
2015,PLC,Partial,32.6,4.0,28.6,12,12,Hopi Blue
2015,PLC,Partial,14.3,2.5,11.8,12,12,Hopi Blue
2015,PLC,Sparse,1.1,1.0,0.10000000000000009,NA,12,Hopi Blue
2015,PLC,Full,19.7,3.9,15.799999999999999,14,13,Hopi Blue
2015,PLC,Full,49.3,8.1,41.199999999999996,12,13,Hopi Blue
2015,PLC,Full,51.9,8.7,43.2,12,13,Hopi Blue
2015,PLC,Partial,10.5,3.0,7.5,10,13,Hopi Blue
2015,PLC,Partial,12.9,1.8,11.1,10,13,Hopi Blue
2015,PLC,Full,46.6,7.2,39.4,14,14,Hopi Blue
2015,PLC,Full,32.0,5.8,26.2,12,14,Hopi Blue
2015,PLC,Immature,2.7,2.7,0.0,NA,14,Hopi Blue
2015,PLC,Partial,22.8,3.0,19.8,10,14,Hopi Blue
2015,PLC,Full,93.7,16.0,77.7,12,15,Hopi Blue
2015,PLC,Full,41.0,8.3,32.7,14,15,Hopi Blue
2015,PLC,Full,26.3,0.8,25.5,12,15,Hopi Blue
2015,PLC,Partial,28.7,3.5,25.2,12,15,Hopi Blue
2015,PLC,Partial,33.8,7.6,26.199999999999996,12,15,Hopi Blue
2015,PLC,Partial,23.0,3.3,19.7,16,15,Hopi Blue
2015,PLC,Sparse,5.6,5.2,0.39999999999999947,12,15,Hopi Blue
2015,PLC,Full,53.6,8.9,44.7,14,16,Hopi Blue
2015,PLC,Full,44.2,10.3,33.900000000000006,12,16,Hopi Blue
2015,PLC,Full,59.7,9.7,50.0,12,16,Hopi Blue
2015,PLC,Full,27.4,3.2,24.2,12,16,Hopi Blue
2015,PLC,Immature,4.2,4.2,0.0,NA,16,Hopi Blue
2015,PLC,Immature,0.4,0.4,0.0,NA,16,Hopi Blue
2015,PLC,Immature,0.4,0.4,0.0,NA,16,Hopi Blue
2015,PLC,Immature,1.5,1.5,0.0,NA,17,Hopi Blue
2015,PLC,Immature,0.3,0.3,0.0,NA,17,Hopi Blue
2015,PLC,Full,104.6,18.0,86.6,12,18,Hopi Blue
2015,PLC,Full,67.0,8.2,58.8,12,18,Hopi Blue
2015,PLC,Full,63.9,10.3,53.599999999999994,14,18,Hopi Blue
2015,PLC,Full,64.1,7.2,56.89999999999999,12,18,Hopi Blue
2015,PLC,Partial,39.9,7.8,32.1,12,18,Hopi Blue
2015,PLC,Full,88.0,19.4,68.6,12,19,Hopi Blue
2015,PLC,Full,47.2,7.5,39.7,10,19,Hopi Blue
2015,PLC,Full,37.4,3.5,33.9,14,19,Hopi Blue
2015,PLC,Partial,34.3,11.2,23.099999999999998,12,19,Hopi Blue
2015,PLC,Partial,32.7,6.9,25.800000000000004,8,19,Hopi Blue
2015,PLC,Partial,35.1,6.2,28.900000000000002,12,19,Hopi Blue
2015,PLC,Partial,31.0,5.7,25.3,14,19,Hopi Blue
2015,PLC,Full,61.5,13.9,47.6,14,20,Hopi Blue
2015,PLC,Full,44.6,8.3,36.3,10,20,Hopi Blue
2015,PLC,Full,33.5,4.0,29.5,10,20,Hopi Blue
2015,PLC,Full,32.7,3.5,29.200000000000003,12,20,Hopi Blue
2015,PLC,Partial,18.5,2.5,16.0,14,20,Hopi Blue
2015,PLC,Partial,25.7,2.0,23.7,16,20,Hopi Blue
2015,PLC,Full,121.9,30.0,91.9,10,21,Hopi Blue
2015,PLC,Full,132.9,24.3,108.60000000000001,14,21,Hopi Blue
2015,PLC,Full,131.3,25.3,106.00000000000001,12,21,Hopi Blue
2015,PLC,Full,86.9,17.1,69.80000000000001,14,21,Hopi Blue
2015,PLC,Full,64.5,10.8,53.7,16,21,Hopi Blue
2015,PLC,Full,88.1,13.5,74.6,12,21,Hopi Blue
2015,PLC,Full,82.1,14.0,68.1,12,22,Hopi Blue
2015,PLC,Full,38.4,3.4,35.0,12,22,Hopi Blue
2015,PLC,Full,49.3,11.4,37.9,12,22,Hopi Blue
2015,PLC,Full,74.4,14.0,60.400000000000006,16,22,Hopi Blue
2015,PLC,Full,35.9,7.8,28.099999999999998,1,22,Hopi Blue
2015,PLC,Full,39.0,7.6,31.4,12,22,Hopi Blue
2015,PLC,Partial,38.2,8.4,29.800000000000004,12,22,Hopi Blue
2015,PLC,Full,43.6,5.9,37.7,12,23,Hopi Blue
2015,PLC,Full,116.3,21.9,94.4,14,23,Hopi Blue
2015,PLC,Full,59.8,8.8,51.0,12,23,Hopi Blue
2015,PLC,Full,31.1,4.7,26.400000000000002,14,23,Hopi Blue
2015,PLC,Full,55.8,12.6,43.199999999999996,12,23,Hopi Blue
2015,PLC,Immature,0.1,0.1,0.0,NA,23,Hopi Blue
2015,PLC,Immature,0.1,0.1,0.0,NA,23,Hopi Blue
2015,PLC,Partial,21.1,3.5,17.6,12,23,Hopi Blue
2015,PLC,Full,53.8,10.7,43.099999999999994,14,24,Hopi Blue
2015,PLC,Full,35.6,9.2,26.400000000000002,12,24,Hopi Blue
2015,PLC,Full,23.9,3.3,20.599999999999998,12,24,Hopi Blue
2015,PLC,Immature,0.4,0.4,0.0,NA,24,Hopi Blue
2015,PLC,Partial,13.1,3.7,9.399999999999999,12,24,Hopi Blue
2015,PLC,Full,22.9,2.6,20.299999999999997,10,25,Hopi Blue
2015,PLC,Full,31.5,4.5,27.0,8,25,Hopi Blue
2015,PLC,,66.8,7.0,59.8,12,26,Hopi Blue
2015,PLC,Full,108.8,17.7,91.1,12,26,Hopi Blue
2015,PLC,Full,85.1,11.7,73.39999999999999,14,26,Hopi Blue
2015,PLC,Full,96.5,11.4,85.1,14,26,Hopi Blue
2015,PLC,Full,67.2,14.1,53.1,12,26,Hopi Blue
2015,PLC,Full,71.7,12.3,59.400000000000006,12,26,Hopi Blue
2015,PLC,Full,55.4,11.5,43.9,10,26,Hopi Blue
2015,PLC,Full,69.1,13.9,55.199999999999996,16,27,Hopi Blue
2015,PLC,Full,39.8,6.4,33.4,18,27,Hopi Blue
2015,PLC,Full,27.2,3.5,23.7,12,27,Hopi Blue
2015,PLC,Full,11.2,2.0,9.2,8,27,Hopi Blue
2015,PLC,Partial,22.7,4.0,18.7,10,27,Hopi Blue
2015,PLC,Partial,39.1,6.1,33.0,12,27,Hopi Blue
2015,PLC,Partial,21.3,4.0,17.3,12,27,Hopi Blue
2015,PLC,Sparse,2.0,0.5,1.5,6,27,Hopi Blue
2015,PLC,Full,15.1,1.4,13.7,10,28,Hopi Blue
2015,PLC,Full,53.1,11.8,41.3,16,28,Hopi Blue
2015,PLC,Full,25.8,4.2,21.6,12,28,Hopi Blue
2015,PLC,Full,12.7,2.6,10.1,14,28,Hopi Blue
2015,PLC,Partial,16.7,2.7,14.0,10,28,Hopi Blue
2015,PLC,Full,54.0,7.7,46.3,12,29,Hopi Blue
2015,PLC,Full,44.5,6.2,38.3,16,29,Hopi Blue
2015,PLC,Partial,30.0,6.7,23.3,12,29,Hopi Blue
2015,PLC,Sparse,9.3,1.6,7.700000000000001,10,29,Hopi Blue
2015,PLC,Full,56.5,8.1,48.4,14,30,Hopi Blue
2015,PLC,Full,53.1,8.8,44.3,12,30,Hopi Blue
2015,PLC,Full,70.4,17.9,52.50000000000001,12,30,Hopi Blue
2015,PLC,Full,18.8,3.6,15.200000000000001,10,30,Hopi Blue
2015,PLC,Full,26.1,4.6,21.5,12,30,Hopi Blue
2015,PLC,Sparse,6.0,0.6,5.4,6,30,Hopi Blue
2015,POG,Full,19.8,4.8,15.0,12,1,Hopi White
2015,POG,Full,24.6,6.4,18.200000000000003,10,1,Hopi White
2015,POG,Full,17.4,5.3,12.099999999999998,8,1,Hopi White
2015,POG,Sparse,6.7,6.5,0.20000000000000018,8,1,Hopi White
2015,POG,Full,94.9,19.0,75.9,10,2,Hopi White
2015,POG,Full,139.3,33.3,106.00000000000001,14,2,Hopi White
2015,POG,Full,132.6,27.9,104.69999999999999,12,2,Hopi White
2015,POG,Full,114.7,22.5,92.2,12,2,Hopi White
2015,POG,Full,79.4,13.4,66.0,10,2,Hopi White
2015,POG,Full,117.5,30.9,86.6,12,2,Hopi White
2015,POG,Full,63.9,12.8,51.099999999999994,10,2,Hopi White
2015,POG,Immature,0.5,0.5,0.0,NA,2,Hopi White
2015,POG,Partial,108.2,38.4,69.80000000000001,12,2,Hopi White
2015,POG,Partial,23.5,4.7,18.8,NA,2,Hopi White
2015,POG,Sparse,14.4,6.8,7.6000000000000005,10,2,Hopi White
2015,POG,Full,79.2,13.0,66.2,12,3,Hopi White
2015,POG,Full,56.8,10.6,46.199999999999996,12,3,Hopi White
2015,POG,Full,82.1,14.2,67.89999999999999,14,3,Hopi White
2015,POG,Full,72.0,19.5,52.5,14,3,Hopi White
2015,POG,Full,91.8,28.3,63.5,14,3,Hopi White
2015,POG,Full,105.5,20.1,85.4,12,3,Hopi White
2015,POG,Full,156.0,49.0,107.0,16,3,Hopi White
2015,POG,Full,65.5,5.8,59.7,14,3,Hopi White
2015,POG,Immature,0.6,0.6,0.0,NA,3,Hopi White
2015,POG,Full,146.6,26.5,120.1,12,4,Hopi White
2015,POG,Full,55.5,16.0,39.5,12,4,Hopi White
2015,POG,Full,63.8,10.5,53.3,12,4,Hopi White
2015,POG,Immature,0.9,0.9,0.0,NA,4,Hopi White
2015,POG,Immature,1.6,1.6,0.0,NA,4,Hopi White
2015,POG,Immature,0.5,0.5,0.0,NA,4,Hopi White
2015,POG,Immature,0.2,0.2,0.0,NA,4,Hopi White
2015,POG,Partial,76.6,32.6,43.99999999999999,12,4,Hopi White
2015,POG,Partial,51.5,18.0,33.5,14,4,Hopi White
2015,POG,Sparse,24.4,10.6,13.799999999999999,12,4,Hopi White
2015,POG,Full,65.9,20.8,45.10000000000001,12,5,Hopi White
2015,POG,Full,31.9,8.2,23.7,12,5,Hopi White
2015,POG,Immature,0.8,0.8,0.0,NA,5,Hopi White
2015,POG,Partial,25.9,8.6,17.299999999999997,10,5,Hopi White
2015,POG,Partial,30.3,8.2,22.1,10,5,Hopi White
2015,POG,Sparse,16.7,6.1,10.6,8,5,Hopi White
2015,POG,Sparse,5.9,5.0,0.9000000000000004,10,5,Hopi White
2015,POG,Full,70.6,17.4,53.199999999999996,12,6,Hopi White
2015,POG,Full,65.8,11.6,54.199999999999996,16,6,Hopi White
2015,POG,Full,37.5,12.0,25.5,10,6,Hopi White
2015,POG,Full,31.4,6.0,25.4,10,6,Hopi White
2015,POG,Immature,1.0,1.0,0.0,0,6,Hopi White
2015,POG,Full,170.4,33.1,137.3,12,7,Hopi White
2015,POG,Full,76.7,19.2,57.5,10,7,Hopi White
2015,POG,Full,46.2,13.2,33.0,14,7,Hopi White
2015,POG,Full,129.8,29.7,100.10000000000001,12,7,Hopi White
2015,POG,Partial,53.5,16.2,37.3,12,7,Hopi White
2015,POG,Partial,46.8,9.6,37.199999999999996,14,7,Hopi White
2015,POG,Sparse,19.5,6.1,13.4,10,7,Hopi White
2015,POG,Full,139.4,41.9,97.5,14,8,Hopi White
2015,POG,Full,131.7,30.3,101.39999999999999,12,8,Hopi White
2015,POG,Full,114.2,25.7,88.5,10,8,Hopi White
2015,POG,Full,79.8,17.1,62.699999999999996,12,8,Hopi White
2015,POG,Full,73.1,18.5,54.599999999999994,12,8,Hopi White
2015,POG,Full,40.8,11.7,29.099999999999998,12,8,Hopi White
2015,POG,Full,36.1,9.1,27.0,10,8,Hopi White
2015,POG,Immature,0.6,0.6,0.0,NA,8,Hopi White
2015,POG,Immature,0.3,0.3,0.0,NA,8,Hopi White
2015,POG,Immature,0.1,0.1,0.0,NA,8,Hopi White
2015,POG,Immature,0.1,0.1,0.0,NA,8,Hopi White
2015,POG,Immature,0.1,0.1,0.0,NA,8,Hopi White
2015,POG,Partial,39.3,10.4,28.9,14,8,Hopi White
2015,POG,Partial,16.6,3.4,13.200000000000001,10,8,Hopi White
2015,POG,Full,163.0,50.6,112.4,12,9,Hopi White
2015,POG,Full,82.5,19.9,62.6,12,9,Hopi White
2015,POG,Full,71.9,21.9,50.00000000000001,12,9,Hopi White
2015,POG,Sparse,12.3,6.1,6.200000000000001,8,9,Hopi White
2015,POG,Sparse,10.4,3.3,7.1000000000000005,8,9,Hopi White
2015,POG,Sparse,9.6,5.6,4.0,10,9,Hopi White
2015,POG,Full,52.6,14.6,38.0,10,10,Hopi White
2015,POG,Partial,26.9,7.5,19.4,12,10,Hopi White
2015,POG,Sparse,13.9,6.7,7.2,10,10,Hopi White
2015,POG,Sparse,6.7,2.6,4.1,6,10,Hopi White
2015,POG,Sparse,9.4,5.2,4.2,10,10,Hopi White
2015,POG,Full,31.1,6.8,24.3,12,11,Hopi White
2015,POG,Full,66.9,23.4,43.50000000000001,14,11,Hopi White
2015,POG,Full,27.9,6.4,21.5,12,11,Hopi White
2015,POG,Partial,18.6,7.6,11.000000000000002,10,11,Hopi White
2015,POG,Partial,18.2,4.7,13.5,12,11,Hopi White
2015,POG,Sparse,8.0,3.6,4.4,8,11,Hopi White
2015,POG,Full,144.5,36.0,108.5,12,12,Hopi White
2015,POG,Full,49.8,12.6,37.199999999999996,12,12,Hopi White
2015,POG,Full,52.1,11.2,40.900000000000006,10,12,Hopi White
2015,POG,Full,34.2,9.2,25.000000000000004,12,12,Hopi White
2015,POG,Immature,6.1,6.1,0.0,NA,12,Hopi White
2015,POG,Immature,0.5,0.5,0.0,NA,12,Hopi White
2015,POG,Immature,0.4,0.4,0.0,NA,12,Hopi White
2015,POG,Sparse,7.0,5.6,1.4000000000000004,10,12,Hopi White
2015,POG,,223.5,50.0,173.5,12,13,Hopi White
2015,POG,,2.6,2.6,0.0,NA,13,Hopi White
2015,POG,Full,103.6,17.0,86.6,12,13,Hopi White
2015,POG,Full,105.8,19.3,86.5,12,13,Hopi White
2015,POG,Full,97.9,24.1,73.80000000000001,12,13,Hopi White
2015,POG,Full,109.0,21.1,87.9,12,13,Hopi White
2015,POG,Full,90.3,23.3,67.0,14,13,Hopi White
2015,POG,Immature,20.1,20.1,0.0,NA,13,Hopi White
2015,POG,Partial,44.0,18.4,25.6,12,13,Hopi White
2015,POG,Full,101.5,25.6,75.9,12,14,Hopi White
2015,POG,Full,88.7,27.3,61.400000000000006,10,14,Hopi White
2015,POG,Full,62.5,15.0,47.5,12,14,Hopi White
2015,POG,Immature,3.3,3.3,0.0,NA,14,Hopi White
2015,POG,Immature,0.3,0.3,0.0,NA,14,Hopi White
2015,POG,Partial,82.7,19.0,63.7,14,14,Hopi White
2015,POG,Partial,13.4,3.4,10.0,10,14,Hopi White
2015,POG,Partial,15.2,3.5,11.7,10,14,Hopi White
2015,POG,Full,66.7,15.3,51.400000000000006,12,15,Hopi White
2015,POG,Full,63.9,12.1,51.8,12,15,Hopi White
2015,POG,Immature,1.4,1.4,0.0,NA,15,Hopi White
2015,POG,Partial,46.8,16.0,30.799999999999997,12,15,Hopi White
2015,POG,Partial,25.1,6.6,18.5,12,15,Hopi White
2015,POG,Sparse,5.5,4.9,0.5999999999999996,8,15,Hopi White
2015,POG,Sparse,8.5,8.5,0.0,8,15,Hopi White
2015,POG,Full,110.3,24.2,86.1,14,16,Hopi White
2015,POG,Full,65.2,19.9,45.300000000000004,8,16,Hopi White
2015,POG,Partial,15.0,4.1,10.9,12,16,Hopi White
2015,POG,Full,107.1,26.6,80.5,14,18,Hopi White
2015,POG,Full,102.0,21.2,80.8,12,18,Hopi White
2015,POG,Full,111.1,18.7,92.39999999999999,10,18,Hopi White
2015,POG,Full,89.9,20.8,69.10000000000001,10,18,Hopi White
2015,POG,Immature,2.2,2.2,0.0,NA,18,Hopi White
2015,POG,Partial,71.8,17.7,54.099999999999994,12,18,Hopi White
2015,POG,Partial,30.0,6.9,23.1,10,18,Hopi White
2015,POG,Full,121.5,30.9,90.6,12,19,Hopi White
2015,POG,Full,62.4,18.7,43.7,14,19,Hopi White
2015,POG,Full,93.5,33.5,60.0,10,19,Hopi White
2015,POG,Full,71.1,17.4,53.699999999999996,10,19,Hopi White
2015,POG,Full,68.9,20.0,48.900000000000006,14,19,Hopi White
2015,POG,Full,33.2,9.8,23.400000000000002,10,19,Hopi White
2015,POG,Immature,0.7,0.7,0.0,NA,19,Hopi White
2015,POG,Immature,0.1,0.1,0.0,NA,19,Hopi White
2015,POG,Partial,27.7,9.0,18.7,10,19,Hopi White
2015,POG,Partial,41.7,9.2,32.5,12,20,Hopi White
2015,POG,Partial,23.1,5.2,17.900000000000002,10,20,Hopi White
2015,POG,Partial,13.7,3.2,10.5,10,20,Hopi White
2015,POG,Sparse,6.7,3.0,3.7,8,20,Hopi White
